City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,hammerfest,70.6634,23.6821,-2.75,86,100,4.63,NO,2024-04-08
278,ayr,55.4627,-4.6339,10.73,93,100,2.57,GB,2024-04-08
279,dryden,49.7833,-92.7503,4.39,87,88,3.83,CA,2024-04-08
280,shimanovsk,52.0,127.7,-4.03,59,0,2.11,RU,2024-04-08
281,strezhevoy,60.7333,77.5889,-1.69,74,100,7.15,RU,2024-04-08
282,greenville,35.6127,-77.3663,22.85,37,0,3.09,US,2024-04-08
283,beyneu,45.3167,55.2,14.61,44,8,3.58,KZ,2024-04-08
284,klamath falls,42.2249,-121.7817,6.6,70,0,1.34,US,2024-04-08
285,ataq,14.5377,46.8319,24.94,49,86,7.06,YE,2024-04-08
286,fisterra,42.9049,-9.2629,13.19,58,10,10.93,ES,2024-04-08
287,wyoming,43.0002,-107.5009,0.82,72,100,4.44,US,2024-04-08
288,veselyy,47.0934,40.7422,15.59,55,37,2.86,RU,2024-04-08
289,yilan,24.757,121.753,18.28,90,100,3.14,TW,2024-04-08
290,ponta delgada,37.7333,-25.6667,18.44,82,75,5.14,PT,2024-04-08
291,dombarovskiy,50.7587,59.5386,2.78,85,69,3.58,RU,2024-04-08
292,chicoana,-25.1009,-65.5331,21.82,75,54,2.88,AR,2024-04-08
293,ta`u,-14.2336,-169.5144,29.17,79,71,6.04,AS,2024-04-08
294,port-cartier,50.0334,-66.8654,6.36,61,29,6.51,CA,2024-04-08
295,kapsabet,0.2039,35.105,14.96,98,86,1.19,KE,2024-04-08
296,gebeit,21.0667,36.3167,23.22,24,57,2.28,SD,2024-04-08
297,vodnyy,63.5046,53.4095,-3.66,96,100,3.24,RU,2024-04-08
298,lisala,2.15,21.5167,25.38,69,46,0.91,CD,2024-04-08
299,lihue,21.9789,-159.3672,22.77,75,100,6.69,US,2024-04-08
300,changling,44.2653,124.0005,-1.01,27,0,2.31,CN,2024-04-08
301,tolanaro,-25.0319,46.9987,21.21,85,100,3.67,MG,2024-04-08
302,sulmona,42.0479,13.9291,19.12,65,93,0.19,IT,2024-04-08
303,tandil,-37.3217,-59.1332,23.71,38,28,7.06,AR,2024-04-08
304,nova vicosa,-17.8919,-39.3719,28.56,64,67,3.61,BR,2024-04-08
305,saudarkrokur,65.7461,-19.6394,-0.65,84,68,7.08,IS,2024-04-08
306,semporna,4.4818,118.6112,25.82,89,55,1.6,MY,2024-04-08
307,dabakala,8.3667,-4.4333,37.16,33,97,1.86,CI,2024-04-08
308,pierre,44.3683,-100.351,4.51,89,100,8.75,US,2024-04-08
309,baruun-urt,46.6806,113.2792,2.67,41,49,2.89,MN,2024-04-08
310,khovd,48.0056,91.6419,6.12,62,82,1.6,MN,2024-04-08
311,taltal,-25.4,-70.4833,19.87,72,2,2.92,CL,2024-04-08
312,ribeira brava,32.65,-17.0667,21.35,65,1,3.59,PT,2024-04-08
313,arhavi,41.3492,41.3069,11.95,86,100,0.31,TR,2024-04-08
314,novyy urgal,51.0736,132.5642,-6.92,74,55,1.23,RU,2024-04-08
315,vacha,55.8008,42.7706,10.49,87,100,2.93,RU,2024-04-08
316,sa'dah,16.9402,43.7639,22.77,53,20,2.58,YE,2024-04-08
317,baley,51.6,116.6333,-1.78,44,57,3.75,RU,2024-04-08
318,isla vista,34.4133,-119.861,20.46,48,0,4.63,US,2024-04-08
319,princeville,45.7668,-61.2985,9.53,59,74,5.24,CA,2024-04-08
320,al hayy,32.1735,46.0433,29.54,34,1,7.38,IQ,2024-04-08
321,guiuan,11.0333,125.7247,27.42,82,12,4.84,PH,2024-04-08
322,prescott,34.54,-112.4685,11.73,26,0,1.79,US,2024-04-08
323,ujae,8.9322,165.7642,27.65,80,100,9.28,MH,2024-04-08
324,filadelfia,39.9523,-75.1638,19.5,33,75,3.6,US,2024-04-08
325,vung tau,10.346,107.0843,28.03,76,3,9.11,VN,2024-04-08
326,marine corps base hawaii - mcbh,21.4453,-157.7513,23.98,69,40,4.12,US,2024-04-08
327,mount pearl,47.5166,-52.7813,0.64,93,100,4.92,CA,2024-04-08
328,tiruvallur,13.15,79.9167,29.81,78,2,2.61,IN,2024-04-08
329,brandon,27.9378,-82.2859,27.33,57,0,7.2,US,2024-04-08
330,tsumeb,-19.2333,17.7167,24.29,48,65,3.6,NA,2024-04-08
331,ketchikan,55.3422,-131.6461,6.26,81,75,2.06,US,2024-04-08
332,muhos,64.808,25.9931,5.88,100,100,3.04,FI,2024-04-08
333,batouri,4.4333,14.3667,26.77,57,100,1.42,CM,2024-04-08
334,bayanhongor,46.7167,100.1167,-1.91,82,84,1.19,MN,2024-04-08
335,saint-joseph,-21.3667,55.6167,25.21,88,47,2.88,RE,2024-04-08
336,saraktash,51.7866,51.7866,11.24,68,96,2.98,RU,2024-04-08
337,baiti,13.745,-14.7482,41.98,11,8,4.33,SN,2024-04-08
338,marka,1.7159,44.7717,29.33,73,84,4.6,SO,2024-04-08
339,buala,-8.145,159.5921,27.11,85,98,2.29,SB,2024-04-08
340,marsabit,2.3284,37.9899,21.42,74,79,3.33,KE,2024-04-08
341,tralee,52.2704,-9.7026,8.14,76,40,4.63,IE,2024-04-08
342,nguigmi,14.2495,13.1092,33.1,13,99,2.95,NE,2024-04-08
343,nilanga,18.1,76.7667,33.78,23,43,8.14,IN,2024-04-08
344,askoy,60.4092,5.226,11.08,87,0,8.23,NO,2024-04-08
345,kruisfontein,-34.0033,24.7314,18.27,93,57,1.89,ZA,2024-04-08
346,hobyo,5.3505,48.5268,29.12,75,76,6.65,SO,2024-04-08
347,tavistock,50.5494,-4.1442,11.28,87,100,4.47,GB,2024-04-08
348,sena madureira,-9.0656,-68.6569,31.15,66,97,2.0,BR,2024-04-08
349,energetik,51.7445,58.7934,2.91,86,69,4.13,RU,2024-04-08
350,vila velha,-20.3297,-40.2925,29.98,84,40,4.12,BR,2024-04-08
351,colby,39.3958,-101.0524,14.03,28,0,9.26,US,2024-04-08
352,kapa'a,22.0752,-159.319,23.18,80,100,6.69,US,2024-04-08
353,north bondi,-33.8824,151.2769,17.34,90,37,3.09,AU,2024-04-08
354,argo,37.6333,22.7333,15.7,47,0,4.07,GR,2024-04-08
355,pachino,36.7186,15.0907,17.15,83,16,3.4,IT,2024-04-08
356,yemetsk,63.4721,41.7941,-0.63,98,100,1.21,RU,2024-04-08
357,hattem,52.475,6.0639,19.53,74,84,2.18,NL,2024-04-08
358,pak phanang,8.3511,100.202,28.01,79,12,2.28,TH,2024-04-08
359,sitangkai,4.6628,119.3928,28.12,78,35,2.76,PH,2024-04-08
360,manokwari,-0.8667,134.0833,25.82,82,99,3.3,ID,2024-04-08
361,warburg,51.5,9.1667,23.28,38,0,3.6,DE,2024-04-08
362,barabinsk,55.3571,78.357,4.16,93,100,3.73,RU,2024-04-08
363,villa gesell,-37.2639,-56.973,24.47,54,41,7.38,AR,2024-04-08
364,taoudenni,22.6783,-3.9836,39.77,8,44,3.66,ML,2024-04-08
365,pathein,16.7833,94.7333,27.04,87,34,4.99,MM,2024-04-08
366,port sudan,19.6175,37.2164,26.72,53,67,4.1,SD,2024-04-08
367,kribi,2.95,9.9167,26.77,86,97,3.88,CM,2024-04-08
368,vilyuchinsk,52.9306,158.4028,3.47,98,89,0.48,RU,2024-04-08
369,nuuk,64.1835,-51.7216,-1.66,74,20,4.12,GL,2024-04-08
370,nouadhibou,20.931,-17.0347,21.99,60,0,10.8,MR,2024-04-08
371,la ronge,55.1001,-105.2842,3.15,92,100,0.97,CA,2024-04-08
372,necochea,-38.5473,-58.7368,27.17,33,88,8.46,AR,2024-04-08
373,klyuchi,52.2667,79.1667,11.49,60,100,2.18,RU,2024-04-08
374,san antonio de pale,-1.4014,5.6325,27.59,76,100,2.15,GQ,2024-04-08
375,arraias,-12.9288,-46.9437,29.63,50,60,1.35,BR,2024-04-08
376,belmonte,-15.8631,-38.8828,28.99,64,68,4.21,BR,2024-04-08
377,qorveh,35.1664,47.8045,12.34,50,51,0.9,IR,2024-04-08
378,dakhla,23.6848,-15.958,18.65,79,0,11.88,EH,2024-04-08
379,chebba,35.2372,11.115,20.44,58,97,4.71,TN,2024-04-08
380,jayapura,-2.5333,140.7,23.66,92,100,2.17,ID,2024-04-08
381,farafangana,-22.8167,47.8333,23.71,89,92,2.19,MG,2024-04-08
382,taroa,8.7058,171.2275,27.27,85,96,10.28,MH,2024-04-08
383,ifakara,-8.1333,36.6833,23.07,98,100,1.27,TZ,2024-04-08
384,boguchany,58.3814,97.4531,-6.75,91,18,0.89,RU,2024-04-08
385,kushiro,42.975,144.3747,6.13,100,100,1.68,JP,2024-04-08
386,trujillo,-8.116,-79.03,22.98,78,75,3.6,PE,2024-04-08
387,boca suno,-0.7167,-77.1333,28.77,92,95,0.41,EC,2024-04-08
388,lively,46.4334,-81.1498,13.9,31,86,3.76,CA,2024-04-08
389,san andres,12.5847,-81.7006,31.01,70,20,6.17,CO,2024-04-08
390,purranque,-40.9167,-73.1667,13.49,89,100,2.05,CL,2024-04-08
391,pangai,-19.8,-174.35,26.86,80,82,9.38,TO,2024-04-08
392,fortaleza,-3.7227,-38.5247,30.04,94,100,5.66,BR,2024-04-08
393,broken hill,-31.95,141.4333,13.54,77,5,9.46,AU,2024-04-08
394,kendari,-3.945,122.4989,24.41,97,98,1.77,ID,2024-04-08
395,puerto san jose,13.9256,-90.8244,31.68,56,7,4.46,GT,2024-04-08
396,qamdo,31.1667,97.2333,2.67,54,99,3.84,CN,2024-04-08
397,floro,61.5996,5.0328,10.04,76,40,10.8,NO,2024-04-08
398,bima,-8.4667,118.7167,24.76,95,17,0.29,ID,2024-04-08
399,klerksdorp,-26.8521,26.6667,17.29,85,96,7.76,ZA,2024-04-08
400,pampierstad,-27.7832,24.6877,18.02,37,38,3.81,ZA,2024-04-08
401,lokomotivnyy,53.0118,60.5684,3.56,92,98,2.68,RU,2024-04-08
402,shetpe,44.1667,52.1167,13.64,47,1,5.23,KZ,2024-04-08
403,ostersund,63.1792,14.6357,10.25,46,0,3.6,SE,2024-04-08
404,vila franca do campo,37.7167,-25.4333,18.27,99,97,3.46,PT,2024-04-08
405,cu chi,10.9667,106.4667,29.01,69,48,4.83,VN,2024-04-08
406,mahibadhoo,3.7833,72.9667,29.24,69,93,0.93,MV,2024-04-08
407,berezovyy,51.6667,135.7,-4.79,85,89,1.58,RU,2024-04-08
408,fangshan,39.6983,115.9925,10.61,28,10,2.57,CN,2024-04-08
409,saltillo,25.4167,-101.0,26.83,22,75,5.81,MX,2024-04-08
410,san patricio,28.017,-97.5169,24.95,83,96,7.04,US,2024-04-08
411,yaren,-0.5472,166.916,28.01,79,93,4.95,NR,2024-04-08
412,bandar lampung,-5.4254,105.258,24.55,94,83,1.33,ID,2024-04-08
413,suva,-18.1416,178.4415,24.71,100,75,3.09,FJ,2024-04-08
414,shangrao,28.4532,117.9686,14.79,96,100,1.78,CN,2024-04-08
415,bajil,15.0584,43.2851,32.13,43,34,3.18,YE,2024-04-08
416,macapa,0.0389,-51.0664,31.99,66,40,2.06,BR,2024-04-08
417,chulakkurgan,43.765,69.1814,16.61,51,99,2.27,KZ,2024-04-08
418,nadym,65.5333,72.5167,-8.91,87,95,4.38,RU,2024-04-08
419,georgetown,5.4112,100.3354,26.96,89,20,1.54,MY,2024-04-08
420,as sulayyil,20.4607,45.5779,33.14,31,67,8.09,SA,2024-04-08
421,keetmanshoop,-26.5833,18.1333,17.78,40,5,7.56,NA,2024-04-08
422,linhares,-19.3911,-40.0722,28.75,66,98,1.81,BR,2024-04-08
423,nabire,-3.3667,135.4833,24.14,96,100,1.99,ID,2024-04-08
424,dorchester,33.1002,-80.3831,23.93,47,0,2.57,US,2024-04-08
425,san pedro,14.35,121.0167,27.57,76,20,3.58,PH,2024-04-08
426,chitipa,-9.7024,33.2697,19.05,94,67,2.48,MW,2024-04-08
427,lata,40.1629,-8.3327,13.93,69,80,6.0,PT,2024-04-08
428,haimen,23.1935,116.6142,22.63,89,63,3.5,CN,2024-04-08
429,santiago de cao,-7.9589,-79.2392,23.07,78,40,4.12,PE,2024-04-08
430,camana,-16.6228,-72.7111,22.52,84,95,3.93,PE,2024-04-08
431,morondava,-20.2833,44.2833,28.32,75,25,3.67,MG,2024-04-08
432,akhaltsikhe,41.639,42.9826,7.22,87,88,2.31,GE,2024-04-08
433,kiffa,16.6166,-11.4045,40.9,9,0,2.4,MR,2024-04-08
434,kulhudhuffushi,6.6221,73.07,29.34,71,34,2.19,MV,2024-04-08
435,hadibu,12.65,54.0333,27.67,77,65,2.99,YE,2024-04-08
436,chos malal,-37.3781,-70.2709,24.84,9,29,6.45,AR,2024-04-08
437,calabozo,8.9242,-67.4293,37.56,30,94,3.84,VE,2024-04-08
438,luwuk,-0.9516,122.7875,23.86,90,94,0.91,ID,2024-04-08
439,port saint john's,-31.6229,29.5448,20.85,93,100,1.12,ZA,2024-04-08
440,la'ie,21.6477,-157.9253,23.98,73,2,2.68,US,2024-04-08
441,havana,23.133,-82.383,28.24,44,20,3.6,CU,2024-04-08
442,port hedland,-20.3167,118.5667,30.03,21,75,7.2,AU,2024-04-08
443,frontera,26.9333,-101.45,26.61,39,75,0.89,MX,2024-04-08
444,amahai,-3.3333,128.9167,26.06,83,100,1.74,ID,2024-04-08
445,lerwick,60.1545,-1.1494,10.0,76,71,9.45,GB,2024-04-08
446,muynoq,43.7683,59.0214,12.68,53,15,1.15,UZ,2024-04-08
447,nagqu,31.5,92.0,0.32,16,100,4.31,CN,2024-04-08
448,oradea,47.0667,21.9333,22.02,46,0,1.54,RO,2024-04-08
449,rafsanjan,30.4067,55.9939,22.59,28,92,5.86,IR,2024-04-08
450,jiuquan,39.7432,98.5174,12.1,14,100,3.23,CN,2024-04-08
451,druzhkivka,48.6301,37.5526,19.38,41,80,1.55,UA,2024-04-08
452,dadiya,9.6167,11.4333,37.19,22,83,1.26,NG,2024-04-08
453,al hillah,32.4801,44.4353,28.77,25,0,5.0,IQ,2024-04-08
454,roma,43.2128,-75.4557,17.6,32,0,0.89,US,2024-04-08
455,forestdale,33.5701,-86.8964,25.77,39,40,7.2,US,2024-04-08
456,freetown,8.484,-13.2299,28.51,68,21,4.32,SL,2024-04-08
457,irece,-11.3042,-41.8558,31.43,39,46,4.17,BR,2024-04-08
458,hilo,19.7297,-155.09,21.27,97,100,1.34,US,2024-04-08
459,kaa-khem,51.6833,94.7333,10.23,80,96,1.87,RU,2024-04-08
460,wakkanai,45.4094,141.6739,2.45,53,100,8.7,JP,2024-04-08
461,reggane,26.7158,0.1714,39.23,5,38,4.77,DZ,2024-04-08
462,midvagur,62.0511,-7.1939,7.46,100,100,6.17,FO,2024-04-08
463,rapid city,44.0805,-103.231,6.61,77,100,9.77,US,2024-04-08
464,cottage grove,44.8277,-92.9438,8.73,93,100,7.72,US,2024-04-08
465,tofol,5.3248,163.0078,27.28,79,100,8.74,FM,2024-04-08
466,tuscaloosa,33.2098,-87.5692,25.58,41,0,5.66,US,2024-04-08
467,la cruz,23.9167,-106.9,23.98,46,91,2.34,MX,2024-04-08
468,tshabong,-26.05,22.45,21.2,23,0,4.42,BW,2024-04-08
469,tha mai,12.6214,102.0048,28.14,79,6,1.59,TH,2024-04-08
470,nogliki,51.8333,143.1667,-3.14,94,52,3.13,RU,2024-04-08
471,qianjiang,30.4151,112.8859,13.93,93,82,1.85,CN,2024-04-08
472,brezina,33.0989,1.2608,31.39,8,81,5.29,DZ,2024-04-08
473,uirauna,-6.5183,-38.4122,33.28,40,40,3.66,BR,2024-04-08
474,assab,13.0092,42.7394,28.97,70,82,9.64,ER,2024-04-08
475,tame,6.461,-71.73,33.18,41,97,3.21,CO,2024-04-08
476,susuman,62.7833,148.1667,-10.01,91,100,1.34,RU,2024-04-08
477,bu'aale,1.0833,42.5833,26.62,76,100,2.72,SO,2024-04-08
478,puqi,29.7167,113.8833,16.33,86,100,1.99,CN,2024-04-08
479,lazaro cardenas,17.9583,-102.2,28.63,51,1,3.19,MX,2024-04-08
480,maiurno,13.4167,33.6667,33.29,6,10,4.77,SD,2024-04-08
481,grahamstown,-33.3042,26.5328,16.22,88,87,2.3,ZA,2024-04-08
482,yoloten,37.2989,62.3597,22.23,21,100,0.97,TM,2024-04-08
483,kailua-kona,19.6406,-155.9956,22.98,84,75,2.57,US,2024-04-08
484,kirakira,-10.4544,161.9205,26.56,85,100,2.27,SB,2024-04-08
485,collingwood,44.4834,-80.2164,11.68,54,100,3.72,CA,2024-04-08
486,novodvinsk,64.4165,40.8122,-1.14,93,100,0.85,RU,2024-04-08
487,homer,59.6425,-151.5483,0.94,73,0,0.0,US,2024-04-08
488,pisco,-13.7,-76.2167,23.03,83,0,4.12,PE,2024-04-08
489,kuta,-8.7233,115.1723,27.97,83,20,2.24,ID,2024-04-08
490,hunucma,21.0167,-89.8667,35.05,28,28,3.88,MX,2024-04-08
491,khalkhal,37.6189,48.5258,5.9,92,85,2.74,IR,2024-04-08
492,walvis bay,-22.9575,14.5053,17.2,79,5,8.07,NA,2024-04-08
493,laojunmiao,39.8333,97.7333,7.58,14,100,1.76,CN,2024-04-08
494,martapura,-3.4167,114.85,24.49,97,97,0.97,ID,2024-04-08
495,dunedin,-45.8742,170.5036,11.56,98,100,0.45,NZ,2024-04-08
496,peniche,39.3558,-9.3811,16.17,70,24,10.52,PT,2024-04-08
497,balqash,46.8481,74.995,9.42,86,100,2.72,KZ,2024-04-08
498,mareeba,-17.0,145.4333,23.02,88,100,0.48,AU,2024-04-08
499,chimore,-16.9833,-65.1333,25.8,90,100,0.87,BO,2024-04-08
500,pundong,-7.9522,110.3486,25.72,88,100,0.81,ID,2024-04-08
501,oruro,-17.9833,-67.15,16.91,38,94,2.03,BO,2024-04-08
502,soe,-9.8607,124.284,19.79,98,100,0.95,ID,2024-04-08
503,geraldton,-28.7667,114.6,26.23,27,17,9.77,AU,2024-04-08
504,francistown,-21.17,27.5079,21.16,84,100,3.85,BW,2024-04-08
505,cartagena,10.3997,-75.5144,31.79,74,20,4.63,CO,2024-04-08
506,kourou,5.1552,-52.6478,31.03,64,81,3.74,GF,2024-04-08
507,lewiston,44.1003,-70.2148,17.46,29,0,5.14,US,2024-04-08
508,merowe,18.4833,31.8167,28.53,8,94,4.62,SD,2024-04-08
509,cooma,-36.2333,149.1333,10.46,76,82,0.33,AU,2024-04-08
510,kizhinga,51.8462,109.9097,2.92,81,98,4.23,RU,2024-04-08
511,kaharlyk,49.8623,30.8282,16.34,57,82,2.44,UA,2024-04-08
512,pulandian,39.3953,121.9669,6.27,22,0,3.36,CN,2024-04-08
513,east london,-33.0153,27.9116,20.88,82,100,5.96,ZA,2024-04-08
514,borogontsy,62.6683,131.1683,-8.51,97,100,1.23,RU,2024-04-08
515,baymak,52.5933,58.3225,3.2,87,87,4.32,RU,2024-04-08
516,furmanov,57.2508,41.1058,12.77,83,100,3.82,RU,2024-04-08
517,island harbour,50.724,-1.2758,14.56,89,96,4.02,GB,2024-04-08
518,krasnapollye,53.3337,31.4014,14.23,74,100,2.9,BY,2024-04-08
519,waddan,29.1614,16.139,26.38,14,0,4.85,LY,2024-04-08
520,sibenik,43.7272,15.9058,21.81,70,100,3.13,HR,2024-04-08
521,nahiyat ash shinafiyah,31.5874,44.6602,30.84,22,0,2.96,IQ,2024-04-08
522,graaff-reinet,-32.2522,24.5308,16.07,93,15,1.5,ZA,2024-04-08
523,hjo,58.3013,14.2878,13.99,72,100,2.6,SE,2024-04-08
524,nyurba,63.2842,118.3319,-14.76,98,94,1.91,RU,2024-04-08
525,kwang binh,17.4833,106.6,24.22,93,73,1.12,VN,2024-04-08
526,male,4.1748,73.5089,29.97,84,40,0.0,MV,2024-04-08
527,la sarre,48.8002,-79.1996,8.64,68,51,1.05,CA,2024-04-08
528,necocli,8.4234,-76.786,27.77,69,100,1.26,CO,2024-04-08
529,bovril,-31.3431,-59.4451,23.84,70,75,3.25,AR,2024-04-08
530,nha trang,12.25,109.1833,27.0,91,68,1.62,VN,2024-04-08
531,gamba,-2.65,10.0,24.89,89,100,2.0,GA,2024-04-08
532,siuna,13.7332,-84.7773,34.03,39,100,3.32,NI,2024-04-08
533,el haouaria,37.05,11.0144,18.91,62,100,7.47,TN,2024-04-08
534,avanigadda,16.0215,80.9181,28.3,77,0,3.14,IN,2024-04-08
535,moyale,3.5167,39.0584,23.19,74,29,2.2,KE,2024-04-08
536,kirensk,57.7853,108.1119,-5.02,88,100,4.02,RU,2024-04-08
537,labrador city,52.9463,-66.9114,0.66,47,100,0.89,CA,2024-04-08
538,robertsport,6.7533,-11.3686,28.24,79,76,6.05,LR,2024-04-08
539,acapulco de juarez,16.8634,-99.8901,26.9,74,0,4.63,MX,2024-04-08
540,las lomas,8.4333,-82.4,33.67,52,40,2.24,PA,2024-04-08
541,forster,-32.1667,152.5167,14.65,100,40,3.02,AU,2024-04-08
542,chibuto,-24.6867,33.5306,21.2,80,91,2.44,MZ,2024-04-08
543,yuzhno-kurilsk,44.0306,145.8556,6.32,97,100,3.07,RU,2024-04-08
544,antonio enes,-16.2325,39.9086,26.7,75,32,3.07,MZ,2024-04-08
545,arno,60.1167,18.6333,9.97,79,87,4.33,SE,2024-04-08
546,bir el ater,34.7449,8.0602,24.81,13,88,4.14,DZ,2024-04-08
547,gorontalo,0.5412,123.0595,23.74,96,100,1.45,ID,2024-04-08
548,tadine,-21.55,167.8833,23.73,88,45,4.56,NC,2024-04-08
549,lompoc,34.6391,-120.4579,18.16,56,0,4.63,US,2024-04-08
550,thinadhoo,0.5333,72.9333,28.89,74,100,2.09,MV,2024-04-08
551,salekhard,66.53,66.6019,-19.22,90,19,3.13,RU,2024-04-08
552,ugoofaaru,5.6667,73.0,29.35,70,55,1.33,MV,2024-04-08
553,kudahuvadhoo,2.6708,72.8944,29.33,68,88,0.7,MV,2024-04-08
554,tamale,9.4008,-0.8393,39.67,24,69,2.31,GH,2024-04-08
555,ubari,26.5921,12.7805,28.33,5,0,4.04,LY,2024-04-08
556,salinopolis,-0.6136,-47.3561,27.37,87,62,4.12,BR,2024-04-08
557,mizdah,31.4451,12.9801,26.43,10,67,4.73,LY,2024-04-08
558,new norfolk,-42.7826,147.0587,8.17,89,61,1.48,AU,2024-04-08
559,mthatha,-31.5889,28.7844,16.19,98,100,0.85,ZA,2024-04-08
560,okha,53.5739,142.9478,-8.19,98,37,2.24,RU,2024-04-08
